RANDOM
SNAPmobile/1.20 (build 1992382; Android 12; armeabi-v7a)
SNAPmobile/1.9 (build 1784012; Android 12; arm64-v8a)
SNAPmobile/1.18 (build 1981354; Android 13; arm64-v8a)
SNAPmobile/1.13 (build 1844527; Android 11; arm64-v8a)
SNAPmobile/2.10 (build 2154251; Android 14; arm64-v8a)
SNAPmobile 4.0.1.1 OnePlus CPH2583/
SNAPmobile/1.20 (build 1992382; Android 13; arm64-v8a)
SNAPmobile/1.1 (build 1648221; Android 11; arm64-v8a)
SNAPmobile/2.6 (build 2118659; Android 13; arm64-v8a)
SNAPmobile/2.2 (build 2082770; Android 9; x86_64)
SNAPmobile/1.1 (build 1656866; Android 11; arm64-v8a)
SNAPmobile/2.2 (build 2082770; Android 11; arm64-v8a)
SNAPmobile/2.10 (build 2154251; Android 12; armeabi-v7a)
SIP Softphone
netsapiens-video 44.1.0-alpha.1099 (Chrome 127)
SNAPmobile Web 44.0.4 (Chrome 124.0.0.0)
SNAPmobile Web 44.0.4 (Chrome 122.0.0.0)
SNAPmobile Web 44.1.1 (Firefox 129.0)
SNAPmobile Web 43.1.0 (Chrome 109.0.0.0)
SNAPmobile Web 43.4.1 (Chrome 119.0.0.0)
SNAPmobile Web 43.3.1 (Chrome 111.0.0.0)
SNAPmobile Web 44.1.1 (Chrome 128.0.0.0)
SNAPmobile Web 41.2.3 (Chrome 95.0.4638.69)
SNAPmobile Web 42.2.1 (Chrome 101.0.4951.67)
SNAPmobile Web 43.3.1 (Chrome 113.0.0.0)
SNAPmobile Web 42.1.0 (Chrome 98.0.4758.80)
SNAPmobile Web 42.2.1 (Chrome 100.0.4896.127)
SNAPmobile Web 42.2.1 (Chrome 104.0.0.0)
SNAPmobile Web 43.1.0 (Chrome 111.0.0.0)
SNAPmobile Web 43.4.0 (Chrome 116.0.0.0)
SNAPmobile Web 41.2.3 (Chrome 91.0.4472.77)
SNAPmobile Web 43.1.0 (Chrome 110.0.0.0)
SNAPmobile Web 42.2.1 (Chrome 103.0.0.0)
SNAPmobile Web 42.2.1 (Chrome 105.0.0.0)
SNAPmobile Web 44.0.4 (Chrome 125.0.0.0)
SNAPmobile Web 43.4.0 (Chrome 115.0.0.0)
SNAPmobile Web 44.0.4 (Chrome 120.0.0.0)
SNAPmobile Web 44.0.4 (Firefox 128.0)
SNAPmobile Web 42.2.1 (Chrome 106.0.0.0)
SNAPmobile Web 41.2.3 (Chrome 97.0.4692.71)
SNAPmobile Web 44.0.4 (Firefox 122.0)
SNAPmobile Web 41.2.3 (Chrome 94.0.4606.71)
SNAPmobile Web 43.4.0 (Chrome 113.0.0.0)
SNAPmobile Web 44.0.4 (Chrome 121.0.0.0)
SNAPmobile Web 42.2.1 (Chrome 102.0.5005.124)
SNAPmobile Web 43.4.1 (Chrome 117.0.0.0)
SNAPmobile Web 42.2.1 (Chrome 102.0.5005.63)
SNAPmobile Web 41.2.3 (Chrome 94.0.4606.81)
SNAPmobile Web 44.0.4 (Firefox 115.0)
SNAPmobile Web 43.1.0 (Chrome 107.0.0.0)
SNAPmobile Web 43.3.1 (Firefox 114.0)
SNAPmobile Web 43.4.0 (Chrome 117.0.0.0)
SNAPmobile Web 43.3.1 (Chrome 109.0.0.0)
SNAPmobile Web 42.2.1 (Chrome 107.0.0.0)
SNAPmobile Web 44.1.1 (Chrome 126.0.0.0)
SNAPmobile Web 42.2.1 (Chrome 5)
SNAPmobile Web 43.1.0 (Chrome 108.0.0.0)
SNAPmobile Web 43.1.0 (Firefox 111.0)
SNAPmobile Web 44.1.1 (Firefox 130.0)
SNAPmobile Web 42.1.0 (Chrome 99.0.4844.84)
SNAPmobile Web 42.1.0 (Chrome 99.0.4844.51)
SNAPmobile Web 44.0.4 (Chrome 123.0.0.0)
SNAPmobile Web 43.3.1 (Chrome 115.0.0.0)
SNAPmobile Web 43.4.0 (Firefox 116.0)
SNAPmobile Web 43.4.1 (Firefox 120.0)
SNAPmobile Web 43.4.1 (Chrome 118.0.0.0)
SNAPmobile Web 41.2.3 (Chrome 96.0.4664.45)
SNAPmobile Web 42.1.0 (Chrome 99.0.4844.74)
SNAPmobile Web 43.1.0 (Chrome 106.0.0.0)
SNAPmobile Web 41.2.3 (Chrome 95.0.4638.54)
Yealink SIP-T46U 108.86.0.70
PolycomVVX-VVX_250-UA/6.0.0.4796
PolycomVVX-VVX_401-UA/5.9.6.2996
SNAPmobile/1.15 (build 1897450; Android 13; arm64-v8a)
PolycomVVX-VVX_300-UA/5.2.0.8330
Yealink SIP-T46U 108.86.0.75
PolycomVVX-VVX_150-UA/6.3.0.14929
Zultys MX-SE v16.0.2 build 1
Yealink SIP-T31G 124.86.0.40
PolycomVVX-VVX_500-UA/5.7.0.11768
PolycomVVX-VVX_411-UA/6.4.1.2280
Grandstream HT814 1.0.35.4
Yealink SIP-T57W 96.86.0.45
Yealink SIP-T21P_E2 52.84.0.21
PolycomVVX-VVX_300-UA/5.9.7.3480
PolycomVVX-VVX_350-UA/6.4.3.5156
Yealink SIP-T33G 124.86.0.20
Grandstream HT812 1.0.43.11
Yealink SIP-T46U 108.86.0.45
Yealink SIP-CP920 78.85.0.5
Yealink W52P 25.80.25.1
Z 3.15.40006 rv2.8.20
Yealink SIP-T54W 96.86.0.75
PolycomVVX-VVX_300-UA/5.9.3.2857
Yealink SIP-CP965 143.86.0.10
Yealink SIP-T46S 66.83.0.30
Yealink W52P 25.81.107.1
Yealink SIP-T41S 66.86.0.160
Yealink SIP-T42G 29.83.0.120
snomD717/10.1.84.12
Grandstream GXW4248  V1.3A 1.0.23.8
Yealink SIP-T54W 96.86.0.5
Yealink SIP-CP925 148.86.0.10
Yealink SIP-T42U 108.86.0.70
Yealink SIP-T48S 66.84.25.3
SNAPmobile/1.17 (build 1925489; iOS 16.5; arm64-neon)
SNAPmobile/1.17 (build 1925489; iOS 17.4.1; arm64-neon)
SNAPmobile/2.10 (build 2154251; iOS 17.5.1; arm64-neon)
SNAPmobile/1.14 (build 1867276; iOS 15.7.5; arm64-neon)
SNAPmobile/2.9 (build 2142260; iOS 17.6.1; arm64-neon)
SNAPmobile/1.10 (build 1820076; iOS 16.0; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 17.1; arm64-neon)
SNAPmobile/1.3
SNAPmobile/1.14 (build 1867276; iOS 16.1.2; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 16.3; arm64-neon)
SNAPmobile/2.9 (build 2142260; iOS 16.7.8; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 17.1.2; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 16.0.2; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 17.0.3; arm64-neon)
SNAPmobile/2.2 (build 2082770; Android 13; arm64-v8a)
SNAPmobile/1.20 (build 1992382; Android 14; arm64-v8a)
SNAPmobile/2.0 (build 2062556; Android 14; arm64-v8a)
SNAPmobile/2.2 (build 2082770; Android 14; arm64-v8a)
SNAPmobile/1.9 (build 1784012; Android 11; arm64-v8a)
SNAPmobile 4.0.0 iPhone
SNAPmobile/1.20 (build 1992382; Android 10; arm64-v8a)
Softcloud Call
SNAPmobile Web 42.1.0 (Chrome 98.0.4758.102)
SNAPmobile Web 42.2.1 (Chrome 102.0.5005.61)
SNAPmobile Web 42.1.0 (Chrome 100.0.4896.75)
SNAPmobile Web 44.1.1 (Chrome 123.0.0.0)
SNAPmobile Web 41.2.3 (Chrome 96.0.4664.93)
SNAPmobile Web 43.4.1 (Chrome 121.0.0.0)
SNAPmobile Web 42.2.1 (Chrome 102.0.0.0)
SNAPmobile Web 44.0.4 (Chrome 92.0.4515.131)
SNAPmobile Web 41.2.3 (Chrome 96.0.4664.110)
SNAPmobile Web 44.1.1 (Firefox 128.0)
SNAPmobile Web 41.2.3 (Chrome 92.0.4515.159)
SNAPmobile Web 41.2.3 (Chrome 92.0.4515.131)
SNAPmobile Web 42.1.0 (Chrome 100.0.4896.60)
Grandstream WP820 1.0.7.75
Z 5.4.6 rv2.10.10.2
Yealink SIP-T53W 96.86.3.12
PolycomVVX-VVX_310-UA/5.9.4.3247
Grandstream HT812 1.0.41.2
Yealink SIP-T48S 66.86.25.4
PolycomVVX-VVX_400-UA/5.3.0.12074
Yealink SIP-T57W 96.86.0.57
PolycomVVX-VVX_411-UA/6.3.0.14929
Yealink SIP-T54W 96.85.0.5
Yealink W52P 25.80.0.15
Polycom/5.5.0.20556 PolycomVVX-VVX_410-UA/5.5.0.20556
Yealink SIP-CP965 143.86.0.31
Yealink SIP-T53W 96.85.37.250
Cloud Softphone/6.7.19 (build 2154251; Android 14; arm64-v8a)
SNAPmobile/2.0 (build 2063066; iOS 17.5; arm64-neon)
SNAPmobile/1.17 (build 1925489; iOS 17.2.1; arm64-neon)
SNAPmobile/1.17 (build 1925489; iOS 16.5.1; arm64-neon)
SNAPmobile/1.14 (build 1867276; iOS 16.0.2; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 16.6; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 17.0.2; arm64-neon)
SNAPmobile/2.10 (build 2154251; iOS 16.1.2; arm64-neon)
SNAPmobile/1.17 (build 1950695; Android 12; arm64-v8a)
SNAPmobile Web 42.2.1 (Chrome 101.0.4951.64)
SNAPmobile Web 42.1.0 (Chrome 90.0.4430.85)
SNAPmobile Web 43.4.1 (Firefox 115.0)
SNAPmobile Web 43.1.0 (Firefox 108.0)
SNAPmobile Web 43.3.1 (Chrome 104.0.0.0)
SNAPmobile Web 44.1.1 (Chrome 120.0.0.0)
SNAPmobile/2.0 (build 2063066; iOS 16.3.1; arm64-neon)
PolycomSoundStationIP-SSIP_7000-UA/4.0.8.1972
Grandstream GXP2140 1.0.11.57
PolycomVVX-VVX_250-UA/6.4.6.2681
VOIP PR4 SV4.03()
Yealink W60B 77.85.25.3
Yealink W60B 77.81.107.2
PolycomVVX-VVX_410-UA/5.3.0.12074
Yealink W52P 25.81.0.10
Asterisk PBX 18.11.1
PolycomVVX-VVX_311-UA/6.1.1.2670
Yealink VP59 91.86.0.20
Yealink SIP-T46S 66.84.0.125
Yealink SIP-T42S 66.85.0.5
Cloud Softphone/2.3.7 (build 1575215; Android 11; arm64-v8a)
Yealink SIP-T46S 66.86.25.4
Acrobits CloudSoftphone/2.0 (build 1690098; MacOS 1.0; simu)
Acrobits CloudSoftphone/1.5.0.0 (build 1681867; Win32 10.0.19041.1348; x64)
SNAPmobile/1.18 (build 1978573; iOS 17.3; arm64-neon)
SNAPmobile/2.9 (build 2142260; iOS 17.6; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 15.6.1; arm64-neon)
SNAPmobile/2.2 (build 2082770; Android 12; arm64-v8a)
SNAPmobile/1.1 (build 1648221; Android 9; arm64-v8a)
SNAPmobile/2.10 (build 2154251; Android 8.0.0; arm64-v8a)
SNAPmobile/1.17 (build 1950695; Android 13; arm64-v8a)
SNAPmobile Web 41.2.3 (Chrome 97.0.4692.99)
SNAPmobile Web 41.2.3 (Chrome 98.0.4758.80)
SNAPmobile Web 44.0.4 (Firefox 124.0)
SNAPmobile Web 41.2.3 (Firefox 92.0)
Yealink W60B 77.83.0.85
PolycomVVX-VVX_411-UA/5.9.7.3480
Yealink SIP-T41S 66.85.0.5
PolycomVVX-VVX_410-UA/5.6.0.20009
PolycomVVX-VVX_411-UA/5.9.6.2327
Yealink SIP-CP925 148.86.0.5
PolycomVVX-VVX_450-UA/6.4.3.5059
SNAPmobile/1.14 (build 1867276; iOS 15.1; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 17.1.1; arm64-neon)
SNAPmobile/1.7 (build 1762565; Android 12; arm64-v8a)
SNAPmobile/1.10 (build 1820065; Android 12; arm64-v8a)
SNAPmobile/1.14 (build 1881510; Android 14; arm64-v8a)
SNAPmobile Web 43.1.0 (Firefox 107.0)
SNAPmobile Web 41.2.3 (Chrome 94.0.4606.61)
SNAPmobile/1.13 (build 1844527; Android 10; arm64-v8a)
PolycomVVX-VVX_410-UA/5.9.8.5760
Z 5.5.13 v2.10.18.3
PolycomVVX-VVX_411-UA/6.1.1.2670
Yealink SIP-CP965 143.86.0.5
SNAPmobile/1.18 (build 1978573; iOS 16.7.2; arm64-neon)
SNAPmobile/1.14 (build 1867276; iOS 16.2; arm64-neon)
SNAPmobile/1.10 (build 1820076; iOS 16.0.2; arm64-neon)
SNAPmobile/2.10 (build 2154251; Android 9; arm64-v8a)
SNAPmobile Web 42.1.0 (Chrome 100.0.4896.88)
SNAPmobile Web 44.0.4 (Firefox 121.0)
SNAPmobile Web 43.4.0 (Firefox 117.0)
SNAPmobile Web 42.2.1 (Chrome 101.0.4951.54)
Grandstream GXP2140 1.0.11.16
Yealink SIP-CP960 73.86.0.20
PolycomVVX-VVX_411-UA/6.3.1.8427
PolyCCX-CCX_500-UA/7.3.0.16841
Yealink SIP-T54W 96.86.25.3
PolycomSoundStationIP-SSIP_6000-UA/4.0.16.0515
Yealink CP860 37.80.0.10
PolycomVVX-VVX_310-UA/5.6.0.20009
Grandstream HT801 1.0.53.2
SNAPmobile Web 44.1.1 (Firefox 115.0)
SNAPmobile Web 44.0.4 (Firefox 123.0)
Yealink SIP-T46U 108.86.0.90
Grandstream WP820 1.0.7.73
PolycomVVX-VVX_500-UA/5.9.8.5760
PolycomVVX-VVX_400-UA/5.6.0.20009
SNAPmobile/1.14 (build 1867276; iOS 16.0; arm64-neon)
SNAPmobile/1.17 (build 1925489; iOS 16.1.2; arm64-neon)
SNAPmobile/1.7 (build 1749150; iOS 15.4.1; arm64-neon)
SNAPmobile/2.6 (build 2110559; iOS 16.6; arm64-neon)
Yealink SIP-T41S 66.86.0.5
SNAPmobile/1.18 (build 1978573; iOS 15.1; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 16.1.2; arm64-neon)
SNAPmobile/1.17 (build 1925489; iOS 16.2; arm64-neon)
SNAPmobile Web 42.2.1 (Firefox 103.0)
SNAPmobile Web 44.1.1 (Chrome 83.0.4103.116)
Yealink SIP-T43U 108.86.0.20
Grandstream HT812 1.0.55.5
SNAPmobile/1.18 (build 1978573; iOS 16.1.1; arm64-neon)
SNAPmobile Web 43.4.0 (Firefox 99.0)
SNAPmobile Web 42.2.1 (Chrome 100.0.4896.75)
PolycomVVX-VVX_250-UA/6.4.3.5059
Grandstream GXP2140 1.0.11.64
PolycomVVX-VVX_350-UA/6.4.3.5059
PolycomVVX-VVX_350-UA/5.9.4.3247
Yealink SIP-T48G 35.83.0.120
PolycomVVX-VVX_411-UA/5.9.6.2996
snomPA1P/10.1.118.0
Yealink SIP-T33G 124.85.0.40
Cisco/SPA112-1.4.1_SR5
Yealink SIP-T41P 36.83.0.50
Yealink W70B 146.85.0.20
Yealink SIP-T54W 96.86.0.70
PolyEdge-Edge_E550-UA/8.0.0.15602
Yealink SIP-T48S 66.82.0.30
Cisco/SPA112-1.4.1(002)
Yealink SIP-T46S 66.86.0.160
Yealink SIP-T42S 66.86.0.160
Yealink SIP-T54W 96.84.0.35
Yealink SIP-T46S 66.86.0.160
Grandstream WP820 1.0.7.77
PolycomVVX-VVX_401-UA/6.4.5.1210
Yealink SIP-T48G 35.81.0.70
Yealink SIP-T54W 96.86.0.70
Algo-8196/5.4
Grandstream HT812 1.0.31.1
Yealink SIP-T28P 2.61.0.153
Grandstream HT812 1.0.37.1
Yealink CP860 37.72.0.5
Yealink SIP-T42S 66.86.0.15
PolycomVVX-VVX_411-UA/5.6.0.17603
Yealink SIP-T46S 66.86.0.160
Yealink SIP-T48S 66.86.0.160
Yealink SIP-T46S 66.86.0.5
Yealink SIP-T23G 44.81.0.25
Yealink W60B 77.83.0.65
Yealink SIP-T46G 28.83.0.55
Yealink SIP-T57W 96.86.0.70
Yealink SIP-T54W 96.86.0.70
Yealink SIP-T46S 66.86.0.15
Yealink SIP-T46S 66.86.0.160
PolyEdge-Edge_E350-UA/8.1.0.12774
Yealink SIP-T46G 28.83.0.120
PolycomVVX-VVX_300-UA/5.9.4.3247
Yealink SIP-T58W 150.86.0.56
Yealink SIP-T57W 96.86.0.70
snomD735/10.1.84.15
Yealink SIP-CP920 78.81.0.15
Yealink SIP-T42S 66.86.0.160
PolycomVVX-VVX_410-UA/5.8.2.4732
Yealink SIP-T46S 66.86.0.160
Yealink SIP-T54W 96.86.0.70
Yealink SIP-T48G 35.83.0.160
Yealink SIP-T48U 108.86.0.70
Grandstream WP820 1.0.7.72
SNAPmobile/1.17 (build 1925489; iOS 15.7.6; arm64-neon)
SNAPmobile/1.9 (build 1777414; iOS 15.5; arm64-neon)
SNAPmobile/1.12 (build 1837338; iOS 15.6.1; arm64-neon)
SNAPmobile/2.0 (build 2063066; iOS 17.5.1; arm64-neon)
SNAPmobile/1.1
SNAPmobile/1.14 (build 1867276; iOS 15.6.1; arm64-neon)
SNAPmobile/1.7 (build 1749150; iOS 15.3.1; arm64-neon)
SNAPmobile/2.10 (build 2154251; iOS 17.2.1; arm64-neon)
SNAPmobile/2.0 (build 2063066; iOS 16.6.1; arm64-neon)
SNAPmobile/2.0 (build 2063066; iOS 17.1.2; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 15.7.9; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 16.7.4; arm64-neon)
SNAPmobile/1.18 (build 1978573; iOS 16.2; arm64-neon)
SNAPmobile/1.14 (build 1881510; Android 13; arm64-v8a)
SNAPmobile/1.3 (build 1692333; Android 12; arm64-v8a)
SNAPmobile/1.17 (build 1920886; Android 13; arm64-v8a)
SNAPmobile/1.14 (build 1881510; Android 10; arm64-v8a)
SNAPmobile/2.10 (build 2154251; Android 13; arm64-v8a)
SNAPmobile/2.10 (build 2154251; Android 10; arm64-v8a)
SNAPmobile/2.10 (build 2154251; Android 13; armeabi-v7a)
SNAPmobile 4.0.1.1 Google Pixel 6 Pro/
netsapiens-video 44.1.0-alpha.1099 (Chrome 128)
SNAPmobile Web 44.0.4 (Firefox 126.0)
SNAPmobile Web 42.1.0 (Chrome 5)
SNAPmobile Web 42.1.0 (Chrome 99.0.4844.57)
SNAPmobile Web 42.2.1 (Chrome 90.0.4430.85)
SNAPmobile Web 41.2.3 (Chrome 96.0.4664.104)
SNAPmobile Web 42.2.1 (Chrome 103.0.5060.134)
SNAPmobile Web 43.4.1 (Chrome 116.0.0.0)
SNAPmobile Web 41.2.3 (Chrome 91.0.4472.124)
SNAPmobile Web 43.1.0 (Chrome 103.0.0.0)
SNAPmobile Web 42.2.1 (Chrome 101.0.0.0)
SNAPmobile Web 42.2.1 (Chrome 98.0.4758.141)
SNAPmobile Web 41.2.3 (Chrome 93.0.4577.63)
SNAPmobile Web 43.3.1 (Firefox 113.0)
Yealink SIP-T42S 66.86.0.15
Grandstream GXP2160 1.0.11.79
Grandstream GXP2160 1.0.9.135
Grandstream GXP2130 1.0.11.48
Grandstream GXP2130 1.0.11.16
Grandstream GXP2130 1.0.11.3
Grandstream GXP2130 1.0.9.135
Grandstream HT812 1.0.45.2
Yealink SIP-CP935W 149.86.0.5
Tango-Networks 10.8.2.0.3
PolycomVVX-VVX_311-UA/5.9.6.2327
Yealink SIP-T46S 66.84.0.90
PolycomVVX-VVX_450-UA/5.8.2.4732
Yealink SIP-T46S 66.86.25.2
SNAPmobile/1.18 (build 1981354; Android 6.0.1; armeabi-v7a)
Grandstream HT813 1.0.13.3
PolycomRealPresenceTrio-Trio_8500-UA/5.7.1.4145
Yealink SIP-CP960 73.84.0.15
SNAPmobile/1.17 (build 1925489; iOS 17.1.1; arm64-neon)
SNAPmobile Web 42.2.1 (Chrome 104.0.5112.81)
Grandstream HT812 1.0.35.4
PolycomVVX-VVX_410-UA/5.9.3.2857
SNAPmobile/1.18 (build 1978573; iOS 17.0.1; arm64-neon)
SNAPmobile Web 42.2.1 (Chrome 103.0.5060.66)
SNAPmobile Web 43.3.1 (Firefox 115.0)
SNAPmobile Web 44.1.1 (Chrome 124.0.0.0)
SNAPmobile/1.14 (build 1867276; iOS 16.3; arm64-neon)
Yealink SIP-T48S 66.86.25.2
SNAPmobile/1.13 (build 1837338; iOS 15.6.1; arm64-neon)
PolycomVVX-VVX_300-UA/5.7.0.11768
SNAPmobile Web 42.2.1 (Chrome 101.0.4951.41)
PolycomVVX-VVX_301-UA/5.9.7.3480
Yealink SIP-T48S 66.86.0.15
Yealink SIP-T53W 96.86.0.127
Algo-8301/1.7.6
SNAPmobile/1.17 (build 1925489; iOS 16.1.1; arm64-neon)
snomD785/10.1.84.12
Yealink SIP-T52S 70.84.0.70
Yealink SIP-T48S 66.82.0.36
Grandstream GXP2140 1.0.11.39
Yealink SIP-T29G 46.81.0.110
PolycomVVX-VVX_600-UA/5.5.1.11526
Grandstream WP820 1.0.7.15
PolycomVVX-VVX_601-UA/6.4.3.5156
Yealink SIP-T29G 46.83.0.70
Yealink SIP-T53W 96.86.0.5
Grandstream GRP2615 1.0.7.33
PolycomVVX-VVX_401-UA/6.2.0.4023
Yealink SIP-T33G 124.86.0.35
CyberData Outdoor Intercom/v20.4.
PolycomVVX-VVX_250-UA/5.8.2.4732
PolycomVVX-VVX_411-UA/6.4.6.2640
Grandstream HT814 1.0.41.2
Yealink SIP-T57W 96.86.0.70
Yealink W60B 77.83.0.10
Yealink SIP-T54W 96.86.0.70
Grandstream GRP2613 1.0.5.33
Yealink SIP-T57W 96.86.0.70
PolycomVVX-VVX_250-UA/5.9.6.2996
Yealink SIP-T46S 66.86.0.160
Yealink SIP-T57W 96.86.0.70
Yealink SIP-T42S 66.86.0.160
Grandstream GRP2615 1.0.9.78
Yealink SIP-T53W 96.86.0.153
Grandstream GRP2612 1.0.5.44
Yealink SIP-T46S 66.86.0.160
Yealink SIP-T54W 96.86.0.70
Yealink SIP-T57W 96.86.0.70
Yealink SIP-T42S 66.86.0.15
PolycomVVX-VVX_311-UA/5.6.0.17603
Yealink SIP-T46S 66.86.0.160
Yealink SIP-T48S 66.86.0.160
Yealink SIP-T46S 66.86.0.5
Yealink SIP-T57W 96.86.0.70
Yealink SIP-T54W 96.86.0.70
Yealink SIP-T54W 96.86.0.5
Yealink SIP-T31G 124.86.0.20
PolyEdge-Edge_E450-UA/8.2.1.0820
Yealink SIP-T57W 96.86.0.70
PolycomVVX-VVX_300-UA/5.9.8.5760
Yealink SIP-T57W 96.86.0.70
Yealink SIP-T54W 96.86.0.70
Yealink SIP-T21P_E2 52.84.0.90
PolycomVVX-VVX_450-UA/6.4.3.5156
PolycomVVX-VVX_501-UA/5.6.0.17603
Yealink SIP-T41P 36.83.0.120
PolycomVVX-VVX_501-UA/5.8.1.7278
Comrex STAC-VIP
PolycomVVX-VVX_311-UA/5.9.1.0615
PolycomSoundStationIP-SSIP_5000-UA/4.0.8.1972
